Feature,Importance
MDY_Momentum_34,0
MDY_RSI_34,0
MDY_Momentum_13,0
QQQ_MACD_13,0
SPX_MACD_Signal_55,0
SPX_MACD_55,0
TNX_Momentum_34,0
SPX_Momentum_55,0
TNX_MACD_55,0
SPX_MACD_Signal_34,0
TNX_Momentum_55,0
SPX_Momentum_34,0
SPX_MACD_Diff_13,0
CBOE_Momentum_55,0
ETH-USD_funding_rate,0
QQQ_MACD_Diff_13,0
ETH-USD_MACD_55,0
BTC-USD_Momentum_55,0
ETH-USD_Momentum_13,0
BTC-USD_Momentum_34,0
BTC-USD_Momentum_13,0
BTC-USD_close,0
ETH-USD_RSI_34,0
ETH-USD_Momentum_34,0
ETH-USD_MACD_34,0
VIX_Volatility_55,0
VIX_MACD_55,0
VIX_Momentum_55,0
ETH-USD_MR_Strength_55,0
ETH-USD_RSI_55,0
ETH-USD_Momentum_55,0
VIX_log_returns_55,0
CBOE_log_returns_55,0
VIX_Volatility_34,0
VIX_MACD_34,0
VIX_Momentum_34,0
VIX_Momentum_13,0
VIX_Volume,0
CBOE_Momentum_13,0
QQQ_MACD_55,0
QQQ_Momentum_55,0
QQQ_MACD_Signal_34,0
CBOE_RSI_34,0
CBOE_Momentum_34,0
ETH-USD_close,0
QQQ_Momentum_34,0
QQQ_Volatility_13,0
pca_1,0
