Feature,Importance
TNX_MR_Strength_55,4
ETH-USD_MACD_Signal_13,4
CBOE_RSI_13,4
SPX_MACD_Signal_34,4
ETH-USD_MACD_Diff_34,4
MDY_MACD_34,4
MDY_MACD_Diff_34,4
QQQ_Volatility_13,4
ETH-USD_MACD_Signal_55,4
VIX_log_returns_13,4
MDY_Volatility_55,4
CBOE_close,4
QQQ_MACD_Signal_55,4
QQQ_Volatility_34,4
SPX_log_returns_34,3
TNX_RSI_55,3
TNX_log_returns_55,3
TNX_MACD_Diff_55,3
BTC-USD_log_returns_13,3
BTC-USD_funding_rate,3
BTC-USD_MR_Strength_55,3
BTC-USD_log_returns_55,3
BTC-USD_MACD_Signal_34,3
BTC-USD_close,3
QQQ_MACD_34,3
SPX_MACD_Diff_55,3
CBOE_RSI_34,3
BTC-USD_Volatility_34,3
CBOE_log_returns_13,3
QQQ_MACD_55,3
MDY_RSI_34,3
ETH-USD_MACD_Signal_34,3
ETH-USD_RSI_34,3
ETH-USD_log_returns_34,3
ETH-USD_Volatility_34,2
CBOE_Volatility_34,2
ETH-USD_MACD_13,2
ETH-USD_close,2
TNX_Volatility_55,2
BTC-USD_MACD_Signal_55,2
BTC-USD_RSI_55,2
TNX_close,2
ETH-USD_Volatility_55,2
pca_1,2
SPX_MACD_Signal_55,2
BTC-USD_Volatility_13,2
SPX_MACD_34,2
QQQ_Volatility_55,2
VIX_MACD_Signal_13,2
VIX_Volatility_55,2
BTC-USD_MACD_13,2
BTC-USD_MACD_Signal_13,2
MDY_log_returns_55,2
SPX_Volatility_55,2
MDY_MACD_Signal_13,2
QQQ_close,2
TNX_MACD_Signal_34,1
TNX_MACD_34,1
ETH-USD_MACD_55,1
CBOE_log_returns_55,1
ETH-USD_MACD_Diff_55,1
TNX_RSI_34,1
QQQ_MACD_Diff_55,1
QQQ_RSI_13,1
SPX_RSI_55,1
TNX_log_returns_34,1
CBOE_MACD_13,1
MDY_MACD_Signal_55,1
QQQ_MACD_Signal_13,1
SPX_close,1
VIX_MACD_13,1
VIX_MACD_Diff_13,1
VIX_MACD_55,1
SPX_MACD_Signal_13,1
BTC-USD_MACD_55,1
BTC-USD_MR_Strength_34,1
BTC-USD_MACD_Diff_55,1
TNX_MACD_Signal_55,1
TNX_MACD_55,1
VIX_RSI_34,1
VIX_MACD_Signal_55,1
VIX_MACD_Diff_55,1
SPX_Volatility_13,1
VIX_MR_Strength_55,1
SPX_MACD_Diff_34,1
VIX_MACD_Signal_34,1
ETH-USD_MACD_34,1
CBOE_MACD_Diff_55,1
SPX_Momentum_34,0
TNX_Momentum_55,0
TNX_Momentum_34,0
TNX_Volatility_34,0
SPX_Momentum_55,0
TNX_Momentum_13,0
MDY_close,0
MDY_Momentum_13,0
SPX_MACD_55,0
TNX_Volume,0
SPX_Momentum_13,0
MDY_Momentum_34,0
MDY_MACD_Signal_34,0
BTC-USD_MACD_34,0
CBOE_MACD_55,0
CBOE_Momentum_55,0
BTC-USD_RSI_34,0
BTC-USD_Momentum_55,0
BTC-USD_log_returns_34,0
BTC-USD_Momentum_13,0
ETH-USD_Momentum_13,0
VIX_Momentum_55,0
VIX_RSI_55,0
VIX_MACD_34,0
ETH-USD_Momentum_34,0
VIX_Momentum_34,0
ETH-USD_RSI_55,0
ETH-USD_Momentum_55,0
VIX_Momentum_13,0
VIX_Volume,0
QQQ_Momentum_55,0
QQQ_MACD_Signal_34,0
QQQ_Momentum_34,0
CBOE_Momentum_13,0
CBOE_MACD_Signal_13,0
BTC-USD_Momentum_34,0
CBOE_Momentum_34,0
CBOE_MACD_34,0
CBOE_MACD_Signal_34,0
CBOE_MACD_Diff_34,0
MDY_MACD_55,0
MDY_Momentum_55,0
MDY_RSI_55,0
QQQ_Momentum_13,0
